Car Make,Car Model,Dealer or Individual?,Price,Year,Location,Mileage,Doors,Color,VIN#,Engine,Description,Web Link
Honda,Accord,Dealer,$21998,2017,"Lynnwood, WA",34000,4,DARK GREY,1HGCR2F35HA251099,"4-cyl, Gas, 2.4L","As a family sedan, it performs admirably, with plenty of space for passengers and cargo. With sedan and coupe body styles, three engines, and a hybrid variant, the Accord offers something for nearly everyone in the hotly contestedd-size class.",https://www.carmax.com/car/23644848
Honda,Accord,Dealer,"$21,157",2018,"Pittsburgh, PA",63253,4,Black,1HGCV1F53JA027956,192 hp 1.5L I4,"Auto Boutique is proud to offer excellent, pre-owned vehicles. With our no haggle pricing policy you can be sure you're getting the best deal possible on every car as they already discounted and thousands below market value. Buying a vehicle from us is easy. You can purchase the vehicle by paying cash or let our experienced business managers get you the best rate through our lending partners",https://www.cargurus.com/Cars/l-Used-2018-Honda-Accord-c27103?cgagid=29903075&cgcid=1666&px8324=p2&sourceContext=usedPaidSearchNoZip&ax8324=124890349&type=GoogleAdWordsSearch&kw=accord%2018&matchtype=p&ad=509319931375&placement=&networktype=g&device=c&devicemodel=&adposition=&physloc=9005925&intloc=&aceid=&cid=261570062&agid=61052603709&tgtid=kwd-298088276381&fid=&gclid=CjwKCAjwq-WgBhBMEiwAzKSH6LNeDkPPH3jkI-CYhWKTPhwaf_XS0j0O9IrsMfs6_W6ObFxkQG_vThoCEDMQAvD_BwE#listing=349362536/NONE
Honda,Accord,Dealer,$25250,2018,Virginia,71457,4,White Orchid Pearl,1HGCV3F52JA016474,I-4 cyl,,https://www.saffordbrownhondaarlington.com/used/Honda/2018-Honda-Accord+Hybrid-48b60a6e0a0e0a93040fecaf7af0d8fe.htm
Honda,Accord,Dealer,$17000,2014,"Broken Arrow, OK ",33,4,Maroon,1HGCR2F39EA105753,4 Cyl,"Recently Serviced, 16"" Alloy Wheels, 160-Watt AM/FM/CD Audio System, Front dual zone A/C, Outside temperature display, Remote keyless entry, Speed-Sensitive Wipers, Telescoping steering wheel.",https://www.carfax.com/vehicle/1HGCR2F39EA105753
Honda,Accord,Dealer,$14790,2014,"5802 University Boulevard, Moon Township, PA 15108",85865,4,Ivory Interior,1HGCR2F34EA203346,2.4L 4-Cylinder Gas Engine,"Recent Arrival! 2014 Honda Accord LX Champagne Frost Pearl RECENT TRADE IN, HONDA CERTIFIED!!! INCLUDES A 100/DAYS/5000 MILES COMPREHENSIVE FACTORY CERTIFIED WARRANTY!!!! FUEL SAVER, Ivory w/Cloth Seat Trim, 16 Alloy Wheels, 160-Watt AM/FM/CD Audio System, 4-Wheel Disc Brakes, ABS brakes, Alloy wheels, AM/FM radio, Automatic temperature control, Brake assist, Bumpers: body-color, CD player, Delay-off headlights, Electronic Stability Control, Front anti-roll bar, Front dual zone A/C, Front reading lights, Fully automatic headlights, Illuminated entry, Low tire pressure warning, MP3 decoder, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Power doorrrors, Radio data system, Rear anti-roll bar, Remote keyless entry, Security system, Speed-sensing steering, Speed-Sensitive Wipers, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Traction control, Trip computer, Variably intermittent wipers. Certified. HondaTrue Used Details:  * Powertrain Limited Warranty: 5,000 Mile 100-days/5000(whichever comes first) after new car warranty expires or from certified purchase date * Limited Warranty: 5,000 Mile 100-days/5000(whichever comes first) after new car warranty expires or from certified purchase date * Roadside Assistance * 112 Point Inspection * Warranty Deductible: $0 * Transferable Warranty * Vehicle History * Honda Care Motor Club Partner for 1 year/12,000. Roadside Assistance, Trip Interruption and Concierge Service for 1 year/12,000 (whichever occurs first) beginning at the expiration of the New Vehicle Limited Warranty, or from the date of sale of the vehicle if the New Vehicle Limited Warranty has expired at the time of sale. 2015 and newer models, Honda Roadside Assistance is available throughout the New Vehicle Limited Warranty period. One complimentary oil change within the first year of ownership. SiriusXM 90-Day free trial.  27/36 City/Highway MPG Priced below KBB Fair Purchase Price!  Awards: * 2014 IIHS Top Safety Pick+ * Green Car Journal 2014 Green Car of the Year * 2014 KBB.com Brand Image Awards Kelley Blue Book Brand Image Awards are based on the Brand Watch(tm) study from Kelley Blue Book Market Intelligence. Award calculated among non-luxury shoppers. For more information, visit www.kbb.com. Kelley Blue Book is a registered trademark of Kelley Blue Book Co., Inc. Based on 2017 EPAleage ratings. Use for comparison purposes only. Yourleage will vary depending on how you drive and maintain your vehicle, driving conditions and other factors.  Reviews: * Beyond its history of reliability and high resale value, the Accord is now more varied than ever. Whether you want a no-fuss and highly economical sedan, a sporty V6-powered coupe or a hybrid that attains 50 mpg in the city, the 2014 Accord offers something for everyone. Source: KBB.com * The Accord is synonymous with Honda and has been known for nearly four decades as a reliable, comfortable, pragmatic way to move families. What began as a 2-door hatchback in 1976 has grown into today's full-size sedan and coupe. Like the rest of the car, the 2014 Accord's 5-passenger interior is a pleasing step forward. The cabin boasts soft-touch materials for a quality feel. The front seats are comfortable, and the driver's seat actually toned down the lumbar support. The rear seats have even more room, as does the trunk. Sleek, rippled sheet metal defines a more streamlined exterior that has shrunk around an interior that feels roomier than previous generations.",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=673653117&zip=15201&listingTypes=used&makeCodeList=HONDA&modelCodeList=ACCORD&state=PA&city=Pittsburgh&searchRadius=50&isNewSearch=false&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D15201%26listingTypes%3Dused%26makeCodeList%3DHONDA%26modelCodeList%3DACCORD&clickType=listing
Honda,Accord,Dealer,$27998,2018,"Lynnwood, WA",17000,4,Gray/Black,1HGCV2F37JA054470,"4-cyl, Turbo Gas, 2.0L"," The Sport trim adds a power-adjustable driver's seat, a leather-wrapped steering wheel, an 8-inch touch screen, eight speakers, Android Auto, Apple CarPlay, and fog lights. This is the first trim available with the upgraded engine.",https://www.carmax.com/car/23625323
Honda,Accord,Dealer,"$22,500",2016,"Wright Chevrolet Buick GMC(Baden, PA)",77863,4,Modern Steel Metallic,1HGCV1F54JA061940,Gas,4 Cylinder Engine 4-Wheel ABS 4-Wheel Disc Brakes A/C AM/FM Stereo Adaptive Cruise Control Adjustable Steering Wheel Aluminum Wheels Apple CarPlay Auto-Off Headlights Back-Up Camera Blind Spot Monitor Brake Assist Bucket Seats Child Safety Locks Compact Spare Tire Continuously Variable Trans Cross-Traffic Alert Cruise Control Daytime Running Lights Driver Air Bag Driver Illuminated Vanity Mirror Driver Lumbar Driver Vanity Mirror Dual Zone A/C Electrochromic rearviewrror Electronic Stability Control Fog Lamps Front Floor Mats Front Wheel Drive Gasoline Fuel Heated Driver Seat Heated Mirrors Integrated Turn Signal Mirrors Intermittent Wipers Keyless Entry Lane Keeping Assist Leather Seats Leather Wrapped Steering Wheel MP3 Player Onboard Communications System Pass-Through Rear Seat Passenger Air Bag Passenger Illuminated Visor Mirror Passenger Vanity Mirror Power Door Locks Power Driver Mirror Power Driver Seat Power Passenger Seat Power Steering Power Windows Premium Sound System Rear Defrost Rear Head Air Bag Remote Engine Start Satellite Radio Seat Memory Side Head Air Bag Smart Device Integration Steering Wheel Controls Sunroof Tire Pressure Monitoring System Tires - Front Performance Tires - Rear Performance Trip Computer Turbocharged Universal Garage Door Opener Variable Speed Intermittent Wipers Vehicle Anti-Theft System Woodgrain Interior Trim iPod/MP3 Input,https://www.edmunds.com/honda/accord/2018/vin/1HGCV1F54JA061940/?radius=50
Honda,Accord,Dealer,$15999,2017,New York,72116,4,Gray,JHMCR6F3XHC027576,4 cylinder,"Honda Accord Hybrid - BAD CREDIT BANKRUPTCY REPO SSI RETIRED APPROVED - $15,999",https://newyork.craigslist.org/fct/ctd/d/woodside-honda-accord-hybrid-bad-credit/7599851988.html
Honda,Accord,Dealer,$27622,2021,Virginia,22206,4,Crystal Black Pearl,1HGCV1F19MA002285,I-4 cyl,,https://www.saffordbrownhondaarlington.com/used/Honda/2021-Honda-Accord-ceb6d18e0a0e087f36978f27cb8156cf.htm
Honda,Accord,Dealer,$11755,2010,"11410 PERRY HWY, WEXFORD, PA 15090",94637,4,Black Leather Seats,1HGCP2F83AA132667,2.4L 4-Cylinder Gas Engine,"Recent Arrival!  Baierl Acura is pleased to offer this great 2010 Honda Accord in Crystal Black Pearl. This vehicle has been through our award winning factory trained service department*** and comes with the following features; Rear Back Up Camera, There's no back-and-forth, we offer one fair price, Passed Dealer Inspection, Apple Carplay / Android Auto, Bluetoothﾮ Handsfree Cellphone, Accord EX-L 2.4, 4D Sedan, 2.4L I4 DOHC i-VTEC 16V, 5-Speed Automatic with Overdrive, FWD, Black w/Leather-Trimmed Seat Trim, 17 Alloy Wheels, 7 Speakers, Automatic temperature control, Electronic Stability Control, Fully automatic headlights, Heated front seats, Leather-Trimmed Seat Trim, Power driver seat, Power moonroof, Telescoping steering wheel, Tilt steering wheel, XM Satellite Radio.   Odometer is 19640 below market average! 21/31 City/Highway MPG   Whether you are looking for a new or used Acura, or a quality pre-owned vehicle, you will find it here. We have helped many customers in or near Wexford, Pittsburgh, Gibsonia, Cranberry Twp, Mars, McCandless Twp, Sewickley, Allison Park, Coraopolis, Glenshaw, Mt Lebanon, Hampton, Greenburg, McMurray and Fox Chapel find the Acura of their dreams! We know that prospective customers are extremely well educated when researching their next vehicle. Baierl Acura has made it easy to get all the available vehicle information so you can spend less time researching and more time enjoying your purchase. Check out our new specials and used specials for additional savings on your next vehicle. As a premier Pennsylvania Acura dealer, we have a huge selection of new and used vehicles from which to choose. Baierl Acura online and offline customers enjoy vehicle specials every day. We offer Acura service & parts, an online inventory, and outstanding financing options, making Baierl Acura a preferred dealer serving Wexford, Pittsburgh, Gibsonia, Cranberry Twp, Mars, McCandless Twp, Sewickley, Allison Park, Coraopolis, Glenshaw, Mt Lebanon, Hampton, Greenburg, McMurray and Fox Chapel area Acura buyers. Ready to set up a test drive? Visit our Pittsburgh area Acura dealership in Wexford, PA today! ***As Is vehicles over 80k are budget friendly and typical service policies may not apply. See dealer for details. Plus tax, title & license. Doc fee of $449 not included in price. On Approved Credit. We are just on click away at www.baierlacura.com, call 878-332-9048, or stop in at 11410 Perry Hwy, Wexford PA, 15090. Some of our Pre-Owned vehicles may be subject to unrepaired safety recalls. Check for a vehicle￢??s unrepaired recalls by VIN at http://vinrcl.safercar.gov/vin/",https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=675854748&zip=15201&listingTypes=used&makeCodeList=HONDA&modelCodeList=ACCORD&state=PA&city=Pittsburgh&searchRadius=50&isNewSearch=false&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D15201%26listingTypes%3Dused%26makeCodeList%3DHONDA%26modelCodeList%3DACCORD&clickType=listing
Honda,Accord,Dealer,$29023,2020,"Wexford, PA",25015,4,Modern Steel Metallic,1HGCV2F94LA028206,gas,Exccellent condition with 22/32mpg,https://www.edmunds.com/honda/accord/2020/vin/1HGCV2F94LA028206/?radius=50
Honda,Accord,Dealer,$17590,2013,Phoenix,59262,2,Red,1HGCT1B80DA006962,"4-Cyl, i-VTEC, 2.4 Liter",2013 HONDA ACCORD  EX-L COUPE 2D,https://www.carvana.com/vehicle/2525672
Honda,Accord,Dealer,"$18,946",2018,New Jersey,42804,4,San Marino Red,1HGCV1F38JA187930,192 hp 1.5L I4,"2018 Honda Accord 1.5T Sport FWD  There is no reason why you shouldn't buy this Honda Accord Sedan Sport 1.5T. It is incomparable for the price and quality. Car Revolution has been in business since 1998 with 2 locations and over 300 cars. A family owned business, focused and determined to extend hospitality to all our clients",https://www.cargurus.com/Cars/l-Used-2018-Honda-Accord-c27103?cgagid=29903075&cgcid=1666&px8324=p2&sourceContext=usedPaidSearchNoZip&ax8324=124890349&type=GoogleAdWordsSearch&kw=accord%2018&matchtype=p&ad=509319931375&placement=&networktype=g&device=c&devicemodel=&adposition=&physloc=9005925&intloc=&aceid=&cid=261570062&agid=61052603709&tgtid=kwd-298088276381&fid=&gclid=CjwKCAjwq-WgBhBMEiwAzKSH6LNeDkPPH3jkI-CYhWKTPhwaf_XS0j0O9IrsMfs6_W6ObFxkQG_vThoCEDMQAvD_BwE#listing=349119475/NONE
Honda,Accord,Dealer,$20998,2016,"Renton, WA",65000,4,Gray/Gray,1HGCR2F86GA056123,"4-cyl, Gas, 2.4L","The Accord EX adds a 7-inch touch screen, Apple CarPlay, Android Auto, satellite radio, push-button start, a blind spot camera, and a moonroof.",https://www.carmax.com/car/23644678
Honda,Accord,Dealer,$28991,2021,Virginia,14699,4,Sonic Gray Pearl,1HGCV1F38MA017359,I-4 cyl,,https://www.saffordbrownhondaarlington.com/certified/Honda/2021-Honda-Accord-e18de90e0a0e087f546e8b6f0942b068.htm
Honda,Accord,Dealer,$29023,2020,"11410 PERRY HWY, WEXFORD, PA 15090",25015,4,Modern Steel Metallic Exterior,1HGCV2F94LA028206,2.0L 4-Cylinder Turbo Gas Engine,"Baierl Acura is proud to offer this great 2020 Honda Accord in Modern Steel Metallic. This vehicle has been through our award winning factory trained service department*** and comes with the following features; Baierl PREFERRED 60 day / 3000 MILES/$0 DEDUCTIBLE WARRANTY, Rear Back Up Camera, Sunroof / Moonroof, There's no back-and-forth, we offer one fair price, Passed Dealer Inspection, Apple Carplay / Android Auto, Bluetoothﾮ Handsfree Cellphone, Accord Touring 2.0T, 4D Sedan, I4 DOHC 16V Turbocharged, 10-Speed Automatic, FWD, Modern Steel Metallic, Black w/Leather-Trimmed Seats, 10 Speakers, Apple CarPlay/Android Auto, Automatic temperature control, Electronic Stability Control, Exterior Parking Camera Rear, Forward collision: Collision Mitigation Braking System (CMBS) + FCWtigation, Front fog lights, Fully automatic headlights, Heads-Up Display, Memory seat, Navigation System, Power driver seat, Power moonroof, Radio: 450-Watt AM/FM/HD Premium Audio System, Security system.   CARFAX One-Owner. Clean CARFAX.  Odometer is 16648 below market average! 22/32 City/Highway MPG Priced below KBB Fair Purchase Price!  Awards: * ALG Residual Value Awards, Residual Value Awards  Whether you are looking for a new or used Acura, or a quality pre-owned vehicle, you will find it here. We have helped many customers in or near Wexford, Pittsburgh, Gibsonia, Cranberry Twp, Mars, McCandless Twp, Sewickley, Allison Park, Coraopolis, Glenshaw, Mt Lebanon, Hampton, Greenburg, McMurray and Fox Chapel find the Acura of their dreams! We know that prospective customers are extremely well educated when researching their next vehicle. Baierl Acura has made it easy to get all the available vehicle information so you can spend less time researching and more time enjoying your purchase. Check out our new specials and used specials for additional savings on your next vehicle. As a premier Pennsylvania Acura dealer, we have a huge selection of new and used vehicles from which to choose. Baierl Acura online and offline customers enjoy vehicle specials every day. We offer Acura service & parts, an online inventory, and outstanding financing options, making Baierl Acura a preferred dealer serving Wexford, Pittsburgh, Gibsonia, Cranberry Twp, Mars, McCandless Twp, Sewickley, Allison Park, Coraopolis, Glenshaw, Mt Lebanon, Hampton, Greenburg, McMurray and Fox Chapel area Acura buyers. Ready to set up a test drive? Visit our Pittsburgh area Acura dealership in Wexford, PA today! ***As Is vehicles over 80k are budget friendly and typical service policies may not apply. See dealer for details. Plus tax, title & license. Doc fee of $449 not included in price. On Approved Credit. We are just on click away at www.baierlacura.com, call 878-332-9048, or stop in at 11410 Perry Hwy, Wexford PA, 15090. Some of our Pre-Owned vehicles may be subject to unrepaired safety recalls. Check for a vehicle￢??s unrepaired recalls by VIN at http://vinrcl.safercar.gov/vin/",autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=672462946&zip=15201&listingTypes=used&makeCodeList=HONDA&modelCodeList=ACCORD&state=PA&city=Pittsburgh&searchRadius=50&isNewSearch=false&referrer=%2Fcars-for-sale%2Fsearchresults.xhtml%3Fzip%3D15201%26listingTypes%3Dused%26makeCodeList%3DHONDA%26modelCodeList%3DACCORD&clickType=listing
Honda,Accord,Dealer,$18847,2013,"Cranberry, PA",38895,4,Black,1HGCR3F82DA036887,,Black 2013 honda accord for sale with excellent service maintenance,https://www.edmunds.com/honda/accord/2013/vin/1HGCR3F82DA036887/?radius=50
Honda,Accord,Dealer,$31531,2021,Virginia,9697,4,Sonic Gray Pearl,1HGCV1F46MA057772,I-4 cyl,,https://www.saffordbrownhondaarlington.com/certified/Honda/2021-Honda-Accord-7304747c0a0e0a93040fecafe7d0e054.htm
Honda,Accord,Dealer,$24434,2019,"Perry Hwy Wexford, PA ",64509,4,Still Night Pearl,1HGCV1F33KA107757,Gas,"keyless entry, headlight control - auto highbeam, traffic sign recognition, collision warning system, driver monitor",https://www.cars.com/vehicledetail/799ff9a2-2972-4f06-9e85-049e3ec91d31/
Honda,Accord,Dealer,"$26,434",2018,"Irwin, PA",30179,4,White,1HGCV1F95JA091578,1.5L I4 16V GDI DOHC Turbo,2018 Honda Accord Touring,https://www.cars.com/vehicledetail/023132df-d8a2-45d3-8b0e-244293f353e3/
Honda,Accord,Dealer,"$19,995",2013,"Pittsburgh, PA ",84186,4,Silver,1HGCR2F37DA134263,2.4L I4 16V GDI DOHC,2013 Honda Accord LX,https://www.cars.com/vehicledetail/bad4360a-1743-4e42-a1bc-c579a1f3bba9/
Honda,Accord,Dealer,"$11,290",2014,"Pittsburgh, PA",125859,4,Champagne Frost Pearl,1HGCR2F30EA146434,2.4L I4 16V GDI DOHC,2014 Honda Accord LX,https://www.cars.com/vehicledetail/96913779-0a3a-4dc5-b629-d7c16bf0d210/
Honda,Accord,Dealer,"$21,249",2017,"Pittsburgh, PA ",48860,4,Modern Steel Metallic,1HGCR2F76HA179123,2.4L I4 16V GDI DOHC,2017 Honda Accord EX,https://www.cars.com/vehicledetail/c2bf1b83-f558-4beb-afb7-ee0bc283616d/
Honda,Accord,Dealer,"$30,171",2022,"Wexford, PA ",4132,4,Platinum White Pearl,1HGCV1F30NA062667,1.5L I4 16V GDI DOHC Turbo,2022 Honda Accord Sport 1.5T,https://www.cars.com/vehicledetail/346d3b0b-e763-49a1-b9ec-2f494af01146/
Honda,Accord,Dealer,"$21,249",2017,"Pittsburgh, PA",48860,4,Modern Steel Metallic,1HGCR2F76HA179123,2.4L I4 16V GDI DOHC,2017 Honda Accord EX,https://www.cars.com/vehicledetail/c2bf1b83-f558-4beb-afb7-ee0bc283616d/
Honda,Accord,Dealer,"$24,434",2019,"Wexford, PA",64509,4,Still Night Pearl,1HGCV1F33KA107757,1.5L I4 16V GDI DOHC Turbo,2019 Honda Accord Sport,https://www.cars.com/vehicledetail/799ff9a2-2972-4f06-9e85-049e3ec91d31/
Honda,Accord,Dealer,"$29,023",2020,"Wexford, PA",25015,4,Modern Steel Metallic,1HGCV2F94LA028206,2.0L I4 16V GDI DOHC Turbo,2020 Honda Accord Touring 2.0T,https://www.cars.com/vehicledetail/b11174b3-adab-4858-a111-3489d604ac53/
Honda,Accord,Dealer,"$18,400",2016," University Blvd Moon Twp, PA",49815,4,Crystal Black Pearl,1HGCR2F36GA047006,2.4L I4 16V GDI DOHC,2016 Honda Accord LX,https://www.cars.com/vehicledetail/506111f6-8eb1-4fc4-8b56-181248adea46/
Honda,Accord,Dealer,$23998,2018,"Renton, WA",24000,4,Blue/Gray,1HGCV1F13JA104435,"4-cyl, Turbo Gas, 1.5L",a good useddsize sedan that's both practical and fun. It's a great pick for families or anyone looking for an all-around excellent car. T,https://www.carmax.com/car/23579012
Honda,Accord,Dealer,$30998,2020,"Renton, WA",34000,4,White/Black,1HGCV2F9XLA002337,"4-cyl, Turbo Gas, 2.0L","2020 Honda Accord Touring offers a comfortable and refined driving experience with impressive performance, advanced safety features, and luxurious amenities",https://www.carmax.com/car/23122351
Honda,Accord,Dealer,"$23,415",2018,"665 Evans City Rd., Butler, PA 16001",65261,4,Platinum White Pearl Exterior,1HGCV1F50JA094160,Gas,"FOUR NEW TIRES! CLEAN CARFAX. Honda Certified Pre-Owned! 7 year / 100kle powertrain warranty. Honda Sensing suite of safety features: Road Departure Mitigation System, Collision Mitigation Braking System, Blind Spot Information System, Rear Cross Traffic Alert, back up camera, Pandora Internet Radio Access, SMS text functionality, Bluetooth, Apple Car Play, Android Auto, remote engine start, leather interior with heated front seats, 17 alloy wheels, moonroof / sunroof, push button start, LED brake lights, A/C, USB interface, auxiliary input jack, Vehicle Stability Assist (VSA) with traction control, Tire Pressure Monitoring System (TPMS), daytime running lights (DRL), LATCH system for child seats, auto off halogen headlights, steering wheel audio controls, cruise control, tilt / telescopic steering wheel. As close to being new as possible without actually being new! Honda North is exceptionally pleased to be a twelve time Honda President's Award recipient and to be in the top 1% of all Honda dealers in the nation for Customer Satisfaction. We are very grateful to our employees and customers for such a great honor! Take the time to... give us a shot. We Know Honda. We Know You!",https://www.kbb.com/cars-for-sale/vehicledetails.xhtml/?listingId=661079949&allListingType=all&makeCodeList=HONDA&modelCodeList=ACCORD&city=Pittsburgh&state=PA&zip=15219&searchRadius=50&isNewSearch=false&referrer=%2Fcars-for-sale%2Fall%2Fhonda%2Faccord%2Fpittsburgh-pa-15219%3F&clickType=alpha
Honda,Accord,Dealer,"$11,876",2014,"2755 West Liberty Ave • Pittsburgh, PA 15216",125859,4,Champagne Frost Pearl,1HGCR2F30EA146434,Gas,"COCHRAN LOT 1 - 1 Month/1,000 Miles Warranty, Ivory w/Cloth Seat Trim, 16"" Alloy Wheels, 160-Watt AM/FM/CD Audio System, 4 Speakers, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Automatic temperature control, Brake assist, CD player, Cloth Seat Trim, Delay-off headlights, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Four wheel independent suspension, Front anti-roll bar, Front dual zone A/C, Fully automatic Halogen headlights, Low tire pressure warning, MP3 decoder, Occupant sensing airbag, Overhead airbag, Panic alarm, Power steering, Power windows, Radio data system, Rear anti-roll bar, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Steering wheel mounted audio controls, Traction control.  27/36 City/Highway MPG  KBB Fair Market Range High: $13,709 KBB Fair Market Range Low: $11,876",https://www.cochranvw.com/inventory/used-2014-honda-accord-lx-fwd-4d-sedan-1hgcr2f30ea146434/?sd_campaign=Dynamic%20Used&sd_digadprov=sd_dealerinspire&sd_channel=Search&sd_campaign_type=adwords&sd_digadid=617318241292&sd_digadcid=16552275003&sd_digadkeyword=pre-owned%20honda%20accord&sd_location=9005925&sd_placement=&sd_targetid=kwd-295790575569&gaw_campaign_id=16552275003&gaw_ad_group_id=135057508733&gaw_remote_client_id=1260847290&gclid=CjwKCAjwq-WgBhBMEiwAzKSH6BV4wR2Oxh1BGzSxiuHZ4FZl9bLOQ-J6VxyWdjrXRVAMIeQ0eVnjZhoC6GwQAvD_BwE
Honda,Accord,Individual,"$14,988",2013,Pittsburg PA,69240,4,White Orchid Pearl,1HGCR2F30DA066582,Gas,"This Low Mileage 2013 Honda Accord LX Sedan CVT is fully serviced including new PA.Stickers. It has options like Bluetooth, Alloy Wheels, AUX Outlets and much more.Stop in today for a test drive. Visit us at martinautosalesinc.com for more photos and online credit application. Disclaimer: Dealer is not responsible for errors or omissions. Customers is responsible to verify all equipment prior to purchase. Martin Auto Sales has been family owned for over 39 years. The majority of our business is from repeat or referrals and we work hard to keep our envied reputation. All of our vehicles are offered with a warranty. Buy with confidence knowing that every vehicle we sell has a new state inspection and emissions sticker. You will not be disappointed when considering Martin Autos for your next vehicle.",https://www.cars.com/vehicledetail/d366d5cc-ad54-4609-ac43-795ca49ddb27/
Honda,Accord,Individual,"$26,940",2021,Pittsburgh PA,17374,4,Crystal Black Pearl,1HGCV1F30MA016402,Gas,"CARFAX 1-Owner, GREAT MILES 17,374! FUEL EFFICIENT 35 MPG Hwy/29 MPG City! Sport trim. Lane Keeping Assist, Smart Device Integration, Apple CarPlay, Dual Zone A/C, Keyless Start, iPod/MP3 Input, Back-Up Camera, Turbo, Alloy Wheels ======KEY FEATURES INCLUDE: Back-Up Camera, Turbocharged, iPod/MP3 In put, Onboard Communications System, Aluminum Wheels, Keyless Start, Dual Zone A/C, Apple CarPlay, Smart Device Integration, Lane Keeping Assist Honda Sport with Crystal Black Pearl exterior and Black interior features a 4 Cylinder Engine with 192 HP at 5500 RPM. Rear Spoiler, MP3 Player, Keyless Entry, Child Safety Locks, Steering Wheel Controls. ======PURCHASE WITH CONFIDENCE: CARFAX 1-Owner ======WHO WE ARE: At Baierl Subaru, our entire staff is on assion to set ourselves apart by improving the new or used car buying experience. Our skilled and knowledgeable automotive sales staff has many years of experience satisfying our Pittsburgh customers' needs. We can almost guarantee your experience on our Subaru car lot is better than you'll experience anywhere else. We're a Pittsburgh car dealership that is passionate about what we sell. It's no wonder our owners love their car. Let us help you become Plus tax, title & license. Doc fee of $$422.00 not included in price. On Approved Credit. Horsepower calculations based on trim engine configuration. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. Say you see a great deal in another new car dealer's ad - same car we sell. Bring it in; we'll beat it. Pretty simple, huh? Same goes if you have a written offer or work sheet. You see, it doesn't matter what they're charging at any other dealer, we're going to beat it. And you can't beat that!",https://www.cars.com/vehicledetail/46a1d9aa-85da-49c3-adb7-ffcb7437277d/
Honda,Accord,Dealer,$9990,2009,"Pittsburgh, PA",117199,4,Polished Metal Metallic,1HGCP268X9A017060,2.4L 4 cyl 5A,"he 2009 Honda Accord is a highly-ranked 2009dsize car that reviewers praised for its sporty performance and power, as well as its high-quality interior",https://www.edmunds.com/honda/accord/2009/vin/1HGCP268X9A017060/?radius=200
Honda,Accord,Dealer,$16450,2016,"3800 Ohio River Blvd Baden, PA",104919,4,Red,1HGCR2F57GA106677,2.4L I4 16V GDI DOHC,"PRICE DROP FROM $17,995, EPA 35 MPG Hwy/26 MPG City! Sport trim. Leather, Dual Zone A/C, CD Player, Bluetooth, Back-Up Camera, Aluminum Wheels, iPod/MP3 Input. SEE MORE!======KEY FEATURES INCLUDE: Leather Seats, Back-Up Camera, iPod/MP3 Input, Bluetooth, CD Player, Aluminum Wheels, Dual Zone A/C Rea r Spoiler, MP3 Player, Remote Trunk Release, Keyless Entry, Steering Wheel Controls. ======EXPERTS CONCLUDE: The Accord continues to impress with its responsive handling, composed ride, abundance of interior room, comprehensive feature set, fuel-efficient yet powerful engines and high crash test scores. -Edmunds.com. ======A GREAT VALUE: Reduced from $17,995. Pricing analysis performed on 3/20/2023. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",https://www.cars.com/vehicledetail/8f05c9bd-f8e1-4543-9215-4ec9c870e1bb/
Honda,Accord,Dealer,$25900,2020,"Liberty Ave Pittsburgh, PA",12005,4,Lunar Silver Metallic,1HGCV1F30LA010095,,"Come visit us at Rohrich Honda where we have great vehicles with outstanding customer service, call us at 888.323.1012",https://www.cars.com/vehicledetail/637b1ad7-5dcc-4b65-9766-c3695ad65c07/
Honda,Accord,Dealer,$13990,2009,"Cleveland, OH",72834,4,Crystal Black Pearl,1HGCP36899A019999,3.5L 6cyl 5A," it offered a good combination of space, comfort, upscale materials and good fuel economy",https://www.edmunds.com/honda/accord/2009/vin/1HGCP36899A019999/?radius=200
Honda,Accord,Dealer,$19695,2016,"Pittsburgh, PA",91280,4,Lunar Silver Metallic,1HGCR3F95GA011298,3.5L V6 278hp 252ft. lbs.,"MOONROOF, **NEW BRAKES**, **HEATED LEATHER SEATS**, **NAVIGATION/GPS**No matter what your automotive needs may be, you'll find answers here at Dean Honda. This 2016 Honda Accord Sedan Touring has a beautiful Lunar Silver Metallic exterior with Black interior. This vehicle has...",https://www.deanhonda.com/auto/used-2016-honda-accord-touring-pittsburgh-pa/73648631/?utm_source=lotlinx&utm_medium=cpc&utm_campaign=lotlinx&utm_term=1HGCR3F95GA011298_AAC5A679%2f51BA%2fA8EE%2fBA5D%2fF759DE184EA2&
